,content_id,content_title,content_type,duration,avg_rating,cast/producer_for_anime,director/studio_for_anime,content_genres,content_description,release_year
6795,4823,Youkai Ningen Bem (2006),TV,25 min. per ep.,5.9,"Sony Pictures Entertainment, Studio Comet, Nihon Ad Systems",Unknown,"Horror, Demons, Supernatural","PG-13 - Teens 13 or older
Youkai Ningen Bem (2006) is a TV. Genre: Horror, Demons, Supernatural. Produced by Sony Pictures Entertainment, Studio Comet, Nihon Ad Systems, Studio: Unknown.",2006
6796,9279,Bara no Hana to Joe,Movie,20 min.,5.73,Sanrio,Unknown,"Kids, Drama","PG - Children
Bara no Hana to Joe is a Movie. Genre: Kids, Drama. Produced by Sanrio, Studio: Unknown.",
6797,32947,Battery,TV,23 min. per ep.,5.78,"Aniplex, Dentsu, Kadokawa Shoten, Fuji TV, Kyoraku Industrial Holdings, Kansai Telecasting",Zero-G,"Slice of Life, Sports, Drama","PG-13 - Teens 13 or older
Battery is a TV. Genre: Slice of Life, Sports, Drama. Produced by Aniplex, Dentsu, Kadokawa Shoten, Fuji TV, Kyoraku Industrial Holdings, Kansai Telecasting, Studio: Zero-G.",2016
6798,3025,Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi,OVA,22 min. per ep.,5.67,"Nihon Falcom, Anime R, Studio Curtain, Nakamura Production",Unknown,"Action, Fantasy, Magic","R - 17+ (violence & profanity)
Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi is a OVA. Genre: Action, Fantasy, Magic. Produced by Nihon Falcom, Anime R, Studio Curtain, Nakamura Production, Studio: Unknown.",1992
6799,3968,Dragoon,OVA,30 min. per ep.,5.83,Magic Bus,Unknown,"Adventure, Fantasy","R+ - Mild Nudity
Dragoon is a OVA. Genre: Adventure, Fantasy. Produced by Magic Bus, Studio: Unknown.",1997
6800,1685,Duel Masters,TV,21 min. per ep.,5.91,Studio Jack,Studio Hibari,"Action, Adventure, Comedy, Shounen","PG-13 - Teens 13 or older
Duel Masters is a TV. Genre: Action, Adventure, Comedy, Shounen. Produced by Studio Jack, Studio: Studio Hibari.",2002
6801,13255,Haru wa Kuru,ONA,4 min.,5.87,Unknown,Studio 4°C,Adventure,"G - All Ages
Haru wa Kuru is a ONA. Genre: Adventure. Produced by Unknown, Studio: Studio 4°C.",2012
6802,7561,Kaitou Reinya,TV,3 min. per ep.,5.79,Kadokawa Pictures Japan,Sting Ray,Comedy,"PG - Children
Kaitou Reinya is a TV. Genre: Comedy. Produced by Kadokawa Pictures Japan, Studio: Sting Ray.",2009
6803,2080,Majokko Club Yoningumi: A Kuukan kara no Alien X,OVA,27 min.,5.8,Unknown,Studio Pierrot,"Action, Parody, Magic, Comedy, Sci-Fi","PG-13 - Teens 13 or older
Majokko Club Yoningumi: A Kuukan kara no Alien X is a OVA. Genre: Action, Parody, Magic, Comedy, Sci-Fi. Produced by Unknown, Studio: Studio Pierrot.",1987
6804,2261,Malice@Doll,OVA,30 min. per ep.,5.78,GAGA,Unknown,"Horror, Psychological, Sci-Fi","R - 17+ (violence & profanity)
Malice@Doll is a OVA. Genre: Horror, Psychological, Sci-Fi. Produced by GAGA, Studio: Unknown.",2001
6805,16255,Meisou-Ou Border,OVA,43 min.,5.66,Unknown,Artland,"Adventure, Seinen","PG-13 - Teens 13 or older
Meisou-Ou Border is a OVA. Genre: Adventure, Seinen. Produced by Unknown, Studio: Artland.",1991
6806,9708,Mobile Suit Gundam ZZ: Gundam Frag.,OVA,4 min. per ep.,5.79,Unknown,Sunrise,"Action, Mecha, Military, Sci-Fi","PG-13 - Teens 13 or older
Mobile Suit Gundam ZZ: Gundam Frag. is a OVA. Genre: Action, Mecha, Military, Sci-Fi. Produced by Unknown, Studio: Sunrise.",2009
6807,24995,Moon Festa,Music,2 min.,5.76,NHK,Unknown,Music,"G - All Ages
Moon Festa is a Music. Genre: Music. Produced by NHK, Studio: Unknown.",
6808,31143,Onsen Yousei Hakone-chan,TV,3 min. per ep.,5.89,Unknown,"Production Reed, Asahi Production","Comedy, Seinen, Slice of Life","PG-13 - Teens 13 or older
Onsen Yousei Hakone-chan is a TV. Genre: Comedy, Seinen, Slice of Life. Produced by Unknown, Studio: Production Reed, Asahi Production.",2015
6809,32735,Persona 3 the Movie Meets “Walkman”,ONA,15 sec.,5.88,Sony Music Entertainment,A-1 Pictures,Drama,"G - All Ages
Persona 3 the Movie Meets “Walkman” is a ONA. Genre: Drama. Produced by Sony Music Entertainment, Studio: A-1 Pictures.",2016
6810,786,Pugyuru,TV,3 min. per ep.,5.83,"Kids Station, Kodansha, Movic",Creators Dot Com,"Comedy, Fantasy, School","PG-13 - Teens 13 or older
Pugyuru is a TV. Genre: Comedy, Fantasy, School. Produced by Kids Station, Kodansha, Movic, Studio: Creators Dot Com.",2004
6811,23895,REACH x Thermae Romae: Pietrada no Kekkon,Special,4 min.,5.81,Unknown,DLE,"Comedy, Historical, Seinen","PG-13 - Teens 13 or older
REACH x Thermae Romae: Pietrada no Kekkon is a Special. Genre: Comedy, Historical, Seinen. Produced by Unknown, Studio: DLE.",2014
6812,8664,"Slime Boukenki: Umi da, Yeah!",Special,15 min.,5.72,Shueisha,Production I.G,"Action, Adventure, Comedy, Fantasy, Game","G - All Ages
Slime Boukenki: Umi da, Yeah! is a Special. Genre: Action, Adventure, Comedy, Fantasy, Game. Produced by Shueisha, Studio: Production I.G.",1999
6813,3863,Sweet Valerian Specials,Special,4 min. per ep.,5.84,Unknown,Madhouse,"Comedy, Magic, Shoujo","G - All Ages
Sweet Valerian Specials is a Special. Genre: Comedy, Magic, Shoujo. Produced by Unknown, Studio: Madhouse.",2005
6814,3192,Tobira wo Akete,Movie,1 hr. 21 min.,5.84,"Kitty Films, Magic Bus",Unknown,"Action, Adventure, Fantasy, Sci-Fi","PG-13 - Teens 13 or older
Tobira wo Akete is a Movie. Genre: Action, Adventure, Fantasy, Sci-Fi. Produced by Kitty Films, Magic Bus, Studio: Unknown.",1986
6815,30358,Turnover,ONA,2 min.,5.73,Unknown,Studio 4°C,"Slice of Life, School","G - All Ages
Turnover is a ONA. Genre: Slice of Life, School. Produced by Unknown, Studio: Studio 4°C.",2015
6816,8631,YanYan Machiko,ONA,2 min. per ep.,6.1,Unknown,Kanaban Graphics,"Slice of Life, Comedy","G - All Ages
YanYan Machiko is a ONA. Genre: Slice of Life, Comedy. Produced by Unknown, Studio: Kanaban Graphics.",2009
6817,16319,Asako Get You!!,OVA,3 min. per ep.,5.87,Unknown,Silver Link.,"Comedy, Romance, School, Seinen, Slice of Life","PG-13 - Teens 13 or older
Asako Get You!! is a OVA. Genre: Comedy, Romance, School, Seinen, Slice of Life. Produced by Unknown, Studio: Silver Link..",2013
6818,1664,Babel Nisei (2001),TV,24 min. per ep.,5.84,Unknown,Vega Entertainment,"Action, Adventure, Supernatural, Mystery, Sci-Fi, Shounen","PG-13 - Teens 13 or older
Babel Nisei (2001) is a TV. Genre: Action, Adventure, Supernatural, Mystery, Sci-Fi, Shounen. Produced by Unknown, Studio: Vega Entertainment.",2001
6819,6787,Goulart Knights: Evoked the Beginning Black,OVA,22 min.,5.87,Lantis,Studio Blanc,"Action, Drama, Fantasy, Shoujo, Supernatural","PG-13 - Teens 13 or older
Goulart Knights: Evoked the Beginning Black is a OVA. Genre: Action, Drama, Fantasy, Shoujo, Supernatural. Produced by Lantis, Studio: Studio Blanc.",2010
6820,11717,Hoshi no Kirby: Pilot,Special,4 min.,5.74,CBC,Unknown,"Adventure, Comedy, Parody, Fantasy","G - All Ages
Hoshi no Kirby: Pilot is a Special. Genre: Adventure, Comedy, Parody, Fantasy. Produced by CBC, Studio: Unknown.",
6821,4452,Hoshikuzu Paradise,OVA,40 min.,5.71,OB Planning,Unknown,"Comedy, Romance","PG-13 - Teens 13 or older
Hoshikuzu Paradise is a OVA. Genre: Comedy, Romance. Produced by OB Planning, Studio: Unknown.",1991
6822,13299,Houkago no Tinker Bell,OVA,46 min.,5.8,Youmex,Production Reed,"Comedy, Drama, Mystery, Romance, School, Slice of Life","PG-13 - Teens 13 or older
Houkago no Tinker Bell is a OVA. Genre: Comedy, Drama, Mystery, Romance, School, Slice of Life. Produced by Youmex, Studio: Production Reed.",1992
6823,2574,Kashi no Ki Mokku,TV,24 min. per ep.,5.88,Unknown,Tatsunoko Production,"Adventure, Fantasy","G - All Ages
Kashi no Ki Mokku is a TV. Genre: Adventure, Fantasy. Produced by Unknown, Studio: Tatsunoko Production.",1972
6824,8972,Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,Movie,3 min.,5.79,Unknown,Studio Pierrot,"Magic, Shoujo","G - All Ages
Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami is a Movie. Genre: Magic, Shoujo. Produced by Unknown, Studio: Studio Pierrot.",1985
6825,4318,Ryuu Seiki,OVA,30 min. per ep.,5.79,AIC,Unknown,"Action, Fantasy, Demons, Sci-Fi","R - 17+ (violence & profanity)
Ryuu Seiki is a OVA. Genre: Action, Fantasy, Demons, Sci-Fi. Produced by AIC, Studio: Unknown.",1988
6826,1989,Shizuku,Movie,4 min.,5.81,Mushi Production,Unknown,Comedy,"PG - Children
Shizuku is a Movie. Genre: Comedy. Produced by Mushi Production, Studio: Unknown.",1965
6827,2727,Sweet Valerian,TV,3 min. per ep.,5.82,Aniplex,Madhouse,"Action, Comedy, Magic, School, Shoujo","G - All Ages
Sweet Valerian is a TV. Genre: Action, Comedy, Magic, School, Shoujo. Produced by Aniplex, Studio: Madhouse.",2004
6828,16798,Ttori wa Zeta Robot,Movie,1 hr.,5.82,Unknown,Unknown,"Action, Adventure, Kids, Mecha","Not Rated
Ttori wa Zeta Robot is a Movie. Genre: Action, Adventure, Kids, Mecha. Produced by Unknown, Studio: Unknown.",1985
6829,1176,Unkai no Meikyuu Zeguy,OVA,36 min. per ep.,5.75,KSS,Unknown,"Action, Adventure, Fantasy","R - 17+ (violence & profanity)
Unkai no Meikyuu Zeguy is a OVA. Genre: Action, Adventure, Fantasy. Produced by KSS, Studio: Unknown.",1993
6830,1973,X Densha de Ikou,OVA,50 min.,5.86,Unknown,Madhouse,"Dementia, Mystery, Supernatural","R - 17+ (violence & profanity)
X Densha de Ikou is a OVA. Genre: Dementia, Mystery, Supernatural. Produced by Unknown, Studio: Madhouse.",1987
6831,29772,Calm,Movie,7 min.,5.67,Unknown,Unknown,"Dementia, Music","G - All Ages
Calm is a Movie. Genre: Dementia, Music. Produced by Unknown, Studio: Unknown.",
6832,11735,Coluboccoro,OVA,29 min.,5.72,Unknown,Kenji Studio,"Sci-Fi, Fantasy","G - All Ages
Coluboccoro is a OVA. Genre: Sci-Fi, Fantasy. Produced by Unknown, Studio: Kenji Studio.",
6833,983,Cosplay Complex: Extra Identification,OVA,5 min.,5.86,Lantis,TNK,Comedy,"G - All Ages
Cosplay Complex: Extra Identification is a OVA. Genre: Comedy. Produced by Lantis, Studio: TNK.",2004
6834,3499,DinoZone,OVA,20 min. per ep.,5.77,Unknown,Sunrise,"Adventure, Sci-Fi, Shounen","G - All Ages
DinoZone is a OVA. Genre: Adventure, Sci-Fi, Shounen. Produced by Unknown, Studio: Sunrise.",1998
6835,1927,Gakuen Tokusou Hikaruon,OVA,30 min.,5.81,Network,AIC,"Action, Super Power, Martial Arts, School","R - 17+ (violence & profanity)
Gakuen Tokusou Hikaruon is a OVA. Genre: Action, Super Power, Martial Arts, School. Produced by Network, Studio: AIC.",1987
6836,32755,Gregorio,Music,5 min.,5.71,Space Shower Music,Unknown,Music,"G - All Ages
Gregorio is a Music. Genre: Music. Produced by Space Shower Music, Studio: Unknown.",2012
6837,28439,Hatsune Miku x Tetsuya Nomura,Special,54 sec.,5.8,Unknown,Unknown,Music,"G - All Ages
Hatsune Miku x Tetsuya Nomura is a Special. Genre: Music. Produced by Unknown, Studio: Unknown.",2014
6838,30080,Inishie no Megami to Houseki no Ite,ONA,58 sec. per ep.,5.84,Unknown,Unknown,Action,"PG-13 - Teens 13 or older
Inishie no Megami to Houseki no Ite is a ONA. Genre: Action. Produced by Unknown, Studio: Unknown.",2014
6839,27503,Karen Senki,ONA,11 min. per ep.,5.84,Unknown,Next Media Animation,"Action, Sci-Fi","PG-13 - Teens 13 or older
Karen Senki is a ONA. Genre: Action, Sci-Fi. Produced by Unknown, Studio: Next Media Animation.",2014
6840,2525,Kekkou Kamen,OVA,22 min. per ep.,5.83,Dynamic Planning,Unknown,"Comedy, Ecchi","R+ - Mild Nudity
Kekkou Kamen is a OVA. Genre: Comedy, Ecchi. Produced by Dynamic Planning, Studio: Unknown.",1991
6841,8619,Ladies versus Butlers! Tokuten Disc Music Clip,Special,3 min.,5.9,Unknown,Xebec,"Ecchi, Music","R+ - Mild Nudity
Ladies versus Butlers! Tokuten Disc Music Clip is a Special. Genre: Ecchi, Music. Produced by Unknown, Studio: Xebec.",2010
6842,16183,Lupin Shanshei,OVA,3 min. per ep.,5.71,Unknown,TMS Entertainment,"Parody, Comedy","PG-13 - Teens 13 or older
Lupin Shanshei is a OVA. Genre: Parody, Comedy. Produced by Unknown, Studio: TMS Entertainment.",2012
6843,26085,Military!,TV,3 min. per ep.,5.89,"DAX Production, Dream Creation",Creators in Pack,"Ecchi, Slice of Life, Comedy, Military, Seinen","PG-13 - Teens 13 or older
Military! is a TV. Genre: Ecchi, Slice of Life, Comedy, Military, Seinen. Produced by DAX Production, Dream Creation, Studio: Creators in Pack.",2015
6844,2731,Shishunki Bishoujo Gattai Robo Z-MIND,OVA,30 min. per ep.,5.76,Unknown,Sunrise,"Action, Parody, Mecha","Not Rated
Shishunki Bishoujo Gattai Robo Z-MIND is a OVA. Genre: Action, Parody, Mecha. Produced by Unknown, Studio: Sunrise.",1999
6845,7985,Taiyou no Hou: El Cantare e no Michi,Movie,1 hr. 44 min.,5.48,Unknown,Unknown,"Historical, Fantasy","G - All Ages
Taiyou no Hou: El Cantare e no Michi is a Movie. Genre: Historical, Fantasy. Produced by Unknown, Studio: Unknown.",2000
6846,31972,Tang Lang Bu Chan,Movie,5 min.,5.75,Unknown,Shanghai Animation Film Studio,Historical,"G - All Ages
Tang Lang Bu Chan is a Movie. Genre: Historical. Produced by Unknown, Studio: Shanghai Animation Film Studio.",
6847,5270,All That Gundam,Special,1 min.,5.81,Atelier Musa,Sunrise,"Action, Sci-Fi, Mecha","G - All Ages
All That Gundam is a Special. Genre: Action, Sci-Fi, Mecha. Produced by Atelier Musa, Studio: Sunrise.",
6848,33746,Anitore! XX,TV,4 min. per ep.,5.7,"F.M.F, Smiral Animation",Rising Force,"Comedy, Sports","PG-13 - Teens 13 or older
Anitore! XX is a TV. Genre: Comedy, Sports. Produced by F.M.F, Smiral Animation, Studio: Rising Force.",2016
6849,30382,Aquarion Logos,TV,24 min. per ep.,5.86,C2C,Satelight,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi","PG-13 - Teens 13 or older
Aquarion Logos is a TV. Genre: Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi. Produced by C2C, Studio: Satelight.",2015
6850,7786,Arabian Nights: Sindbad no Bouken,Movie,1 hr. 21 min.,5.74,Unknown,Toei Animation,"Action, Adventure, Fantasy","PG-13 - Teens 13 or older
Arabian Nights: Sindbad no Bouken is a Movie. Genre: Action, Adventure, Fantasy. Produced by Unknown, Studio: Toei Animation.",1962
6851,20705,Baka Misérables,ONA,3 min. per ep.,5.58,Fuji TV,DLE,"Music, Parody","PG-13 - Teens 13 or older
Baka Misérables is a ONA. Genre: Music, Parody. Produced by Fuji TV, Studio: DLE.",2013
6852,24637,G-On Riders Special,Special,24 min.,5.65,Unknown,Shaft,"Sci-Fi, Comedy, Ecchi","R+ - Mild Nudity
G-On Riders Special is a Special. Genre: Sci-Fi, Comedy, Ecchi. Produced by Unknown, Studio: Shaft.",2003
6853,2365,Grandeek,OVA,45 min.,5.81,"Group TAC, SME Visual Works, Animate Film, Movic",Unknown,"Adventure, Fantasy, Magic","R - 17+ (violence & profanity)
Grandeek is a OVA. Genre: Adventure, Fantasy, Magic. Produced by Group TAC, SME Visual Works, Animate Film, Movic, Studio: Unknown.",2000
6854,4540,Gundam: Mission to the Rise,Special,2 min.,5.77,Unknown,Sunrise,"Action, Mecha, Sci-Fi","PG-13 - Teens 13 or older
Gundam: Mission to the Rise is a Special. Genre: Action, Mecha, Sci-Fi. Produced by Unknown, Studio: Sunrise.",1998
6855,2308,Lime-iro Ryuukitan X,TV,25 min. per ep.,5.7,KSS,A.C.G.T.,"Harem, Historical, Supernatural, Drama, Ecchi, Mecha","R+ - Mild Nudity
Lime-iro Ryuukitan X is a TV. Genre: Harem, Historical, Supernatural, Drama, Ecchi, Mecha. Produced by KSS, Studio: A.C.G.T..",2005
6856,7807,Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,Movie,15 min.,5.69,Unknown,Toei Animation,"Slice of Life, Magic, Comedy, Shoujo","G - All Ages
Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi is a Movie. Genre: Slice of Life, Magic, Comedy, Shoujo. Produced by Unknown, Studio: Toei Animation.",1980
6857,16377,Peeping Life: The Perfect Extension,OVA,5 min. per ep.,5.68,CoMix Wave Films,Unknown,"Slice of Life, Comedy","G - All Ages
Peeping Life: The Perfect Extension is a OVA. Genre: Slice of Life, Comedy. Produced by CoMix Wave Films, Studio: Unknown.",2011
6858,574,Rean no Tsubasa,ONA,24 min. per ep.,5.82,"Bandai Visual, Atelier Musa, Bandai Channel",Sunrise,"Fantasy, Mecha, Sci-Fi","PG-13 - Teens 13 or older
Rean no Tsubasa is a ONA. Genre: Fantasy, Mecha, Sci-Fi. Produced by Bandai Visual, Atelier Musa, Bandai Channel, Studio: Sunrise.",2005
6859,33366,Toukiden 2,ONA,1 min. per ep.,5.76,Unknown,Studio 4°C,"Action, Demons","PG-13 - Teens 13 or older
Toukiden 2 is a ONA. Genre: Action, Demons. Produced by Unknown, Studio: Studio 4°C.",2016
6860,12399,Touyama Sakura Uchuu Chou: Yatsu no Na wa Gold,OVA,59 min.,5.62,Unknown,Toei Animation,"Action, Sci-Fi","PG-13 - Teens 13 or older
Touyama Sakura Uchuu Chou: Yatsu no Na wa Gold is a OVA. Genre: Action, Sci-Fi. Produced by Unknown, Studio: Toei Animation.",1988
6861,32454,Usakame,TV,3 min. per ep.,5.87,"DAX Production, Earth Star Entertainment",Millepensee,"Comedy, Sports, Shounen","PG-13 - Teens 13 or older
Usakame is a TV. Genre: Comedy, Sports, Shounen. Produced by DAX Production, Earth Star Entertainment, Studio: Millepensee.",2016
6862,10904,Waza no Tabibito,Movie,31 min.,5.76,Unknown,Unknown,"Adventure, Fantasy","Not Rated
Waza no Tabibito is a Movie. Genre: Adventure, Fantasy. Produced by Unknown, Studio: Unknown.",2011
6863,9365,Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,OVA,1 hr. 22 min.,5.77,Unknown,Production I.G,"Action, Adventure, Comedy, Fantasy","R - 17+ (violence & profanity)
Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka is a OVA. Genre: Action, Adventure, Comedy, Fantasy. Produced by Unknown, Studio: Production I.G.",2007
6864,32853,7-kakan.,Music,3 min.,5.59,Toy&#039;s Factory,Unknown,Music,"G - All Ages
7-kakan. is a Music. Genre: Music. Produced by Toy&#039;s Factory, Studio: Unknown.",2015
6865,31710,Divine Gate,TV,23 min. per ep.,5.79,Unknown,Studio Pierrot,"Action, Sci-Fi, Fantasy","PG-13 - Teens 13 or older
Divine Gate is a TV. Genre: Action, Sci-Fi, Fantasy. Produced by Unknown, Studio: Studio Pierrot.",2016
6866,8526,Honey Tokyo,ONA,11 min.,5.85,Unknown,Studio 4°C,Sci-Fi,"G - All Ages
Honey Tokyo is a ONA. Genre: Sci-Fi. Produced by Unknown, Studio: Studio 4°C.",2010
6867,19185,HORIZON feat. Hatsune Miku,Music,4 min.,5.76,Unknown,Unknown,Music,"G - All Ages
HORIZON feat. Hatsune Miku is a Music. Genre: Music. Produced by Unknown, Studio: Unknown.",2013
6868,1775,Jikuu Tenshou Nazca,TV,24 min. per ep.,5.78,"Kadokawa Shoten, Pioneer LDC","Genco, Radix","Action, Adventure, Drama, Magic, Fantasy","PG-13 - Teens 13 or older
Jikuu Tenshou Nazca is a TV. Genre: Action, Adventure, Drama, Magic, Fantasy. Produced by Kadokawa Shoten, Pioneer LDC, Studio: Genco, Radix.",1998
6869,2599,Juusenki L-Gaim I: Pentagona Window + Lady Gyabure,OVA,58 min.,5.74,Starchild Records,Sunrise,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space","PG-13 - Teens 13 or older
Juusenki L-Gaim I: Pentagona Window + Lady Gyabure is a OVA. Genre: Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space. Produced by Starchild Records, Studio: Sunrise.",1986
6870,15391,Kagaku na Yatsura,OVA,25 min.,5.83,Unknown,Hoods Entertainment,"Sci-Fi, Comedy, Romance, Ecchi, School, Seinen","R+ - Mild Nudity
Kagaku na Yatsura is a OVA. Genre: Sci-Fi, Comedy, Romance, Ecchi, School, Seinen. Produced by Unknown, Studio: Hoods Entertainment.",2013
6871,13373,Kyoto Animation: Hana-hen,Special,30 sec.,5.8,Unknown,Kyoto Animation,Slice of Life,"G - All Ages
Kyoto Animation: Hana-hen is a Special. Genre: Slice of Life. Produced by Unknown, Studio: Kyoto Animation.",
6872,31830,lilac (bombs Jun Togawa),Music,4 min.,5.69,Virgin Babylon Records,Onionskin,Music,"PG - Children
lilac (bombs Jun Togawa) is a Music. Genre: Music. Produced by Virgin Babylon Records, Studio: Onionskin.",2015
6873,29757,Mori no e,Music,5 min.,5.73,Unknown,Unknown,"Kids, Music","G - All Ages
Mori no e is a Music. Genre: Kids, Music. Produced by Unknown, Studio: Unknown.",2011
6874,19237,Nimrod,Music,3 min.,5.68,Unknown,Unknown,"Fantasy, Music","G - All Ages
Nimrod is a Music. Genre: Fantasy, Music. Produced by Unknown, Studio: Unknown.",
6875,5492,Platonic Chain: Web,Special,15 min.,5.78,ACiD FiLM,Unknown,"Sci-Fi, Slice of Life","PG-13 - Teens 13 or older
Platonic Chain: Web is a Special. Genre: Sci-Fi, Slice of Life. Produced by ACiD FiLM, Studio: Unknown.",2003
6876,1712,Shin Seiki Den Mars,TV,25 min. per ep.,5.79,Plum,Unknown,"Mecha, Sci-Fi, Shounen","Not Rated
Shin Seiki Den Mars is a TV. Genre: Mecha, Sci-Fi, Shounen. Produced by Plum, Studio: Unknown.",2002
6877,1743,Super Milk-chan,TV,8 min. per ep.,5.86,"Genco, Tokyo Kids",Unknown,"Action, Comedy, Parody, Sci-Fi","R+ - Mild Nudity
Super Milk-chan is a TV. Genre: Action, Comedy, Parody, Sci-Fi. Produced by Genco, Tokyo Kids, Studio: Unknown.",1998
6878,9667,Super Speed,Music,4 min.,5.73,Unknown,Studio 4°C,Music,"G - All Ages
Super Speed is a Music. Genre: Music. Produced by Unknown, Studio: Studio 4°C.",2010
6879,5662,Suteneko Tora-chan,Movie,20 min.,5.79,The National Film Center Japan,Unknown,Music,"G - All Ages
Suteneko Tora-chan is a Movie. Genre: Music. Produced by The National Film Center Japan, Studio: Unknown.",1947
6880,9521,Tie Shan Gongzhu,Movie,1 hr. 13 min.,5.83,Unknown,Unknown,"Action, Adventure, Fantasy","G - All Ages
Tie Shan Gongzhu is a Movie. Genre: Action, Adventure, Fantasy. Produced by Unknown, Studio: Unknown.",1941
6881,7248,Top wo Nerae! Gunbuster Specials,Special,2 min. per ep.,5.8,Unknown,Gainax,"Mecha, Space","PG-13 - Teens 13 or older
Top wo Nerae! Gunbuster Specials is a Special. Genre: Mecha, Space. Produced by Unknown, Studio: Gainax.",2000
6882,1076,Wizardry,OVA,50 min.,5.84,Unknown,TMS Entertainment,"Action, Adventure, Fantasy","R - 17+ (violence & profanity)
Wizardry is a OVA. Genre: Action, Adventure, Fantasy. Produced by Unknown, Studio: TMS Entertainment.",1991
6883,1692,_Summer,OVA,25 min. per ep.,5.8,Rikuentai,Unknown,"Drama, Harem, Romance","PG-13 - Teens 13 or older
_Summer is a OVA. Genre: Drama, Harem, Romance. Produced by Rikuentai, Studio: Unknown.",2006
6884,3843,Ali Baba to 40-hiki no Touzoku,Movie,55 min.,5.76,Unknown,Toei Animation,"Action, Fantasy","G - All Ages
Ali Baba to 40-hiki no Touzoku is a Movie. Genre: Action, Fantasy. Produced by Unknown, Studio: Toei Animation.",1971
6885,1586,Aoi Umi no Tristia,OVA,27 min. per ep.,5.81,Unknown,ufotable,"Adventure, Mecha","PG - Children
Aoi Umi no Tristia is a OVA. Genre: Adventure, Mecha. Produced by Unknown, Studio: ufotable.",2004
6886,4908,Bihada Ichizoku,TV,9 min. per ep.,5.82,"Omnibus Japan, Sony Music Entertainment",Unknown,"Drama, Parody, Shoujo","PG-13 - Teens 13 or older
Bihada Ichizoku is a TV. Genre: Drama, Parody, Shoujo. Produced by Omnibus Japan, Sony Music Entertainment, Studio: Unknown.",2008
6887,30199,Hakimono to Kasa no Monogatari,Music,4 min.,5.61,NHK,Unknown,"Music, Kids","G - All Ages
Hakimono to Kasa no Monogatari is a Music. Genre: Music, Kids. Produced by NHK, Studio: Unknown.",2015
6888,8920,Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,OVA,40 min.,5.65,"Kadokawa Shoten, Toei Video",Toei Animation,Horror,"PG-13 - Teens 13 or older
Inuki Kanako Zekkyou Collection: Gakkou ga Kowai! is a OVA. Genre: Horror. Produced by Kadokawa Shoten, Toei Video, Studio: Toei Animation.",1999
6889,12723,Loups=Garous Pilot,Special,12 min.,5.75,Trans Arts,Production I.G,"Thriller, Mystery, Sci-Fi","R - 17+ (violence & profanity)
Loups=Garous Pilot is a Special. Genre: Thriller, Mystery, Sci-Fi. Produced by Trans Arts, Studio: Production I.G.",2010
6890,8231,Princess Lover!: Magical Knight Maria-chan,Special,30 sec. per ep.,5.82,Unknown,GoHands,"Magic, Parody","G - All Ages
Princess Lover!: Magical Knight Maria-chan is a Special. Genre: Magic, Parody. Produced by Unknown, Studio: GoHands.",2009
6891,12907,Sekiei Ayakashi Mangatan,ONA,5 min. per ep.,5.81,Unknown,Unknown,"Fantasy, Historical, Supernatural","PG-13 - Teens 13 or older
Sekiei Ayakashi Mangatan is a ONA. Genre: Fantasy, Historical, Supernatural. Produced by Unknown, Studio: Unknown.",2012
6892,21773,Sugar*Soldier,Special,1 min. per ep.,5.86,TV Tokyo,Unknown,Shoujo,"G - All Ages
Sugar*Soldier is a Special. Genre: Shoujo. Produced by TV Tokyo, Studio: Unknown.",2014
6893,5372,Aura Battler Dunbine OVA,OVA,30 min. per ep.,5.81,Unknown,Sunrise,"Sci-Fi, Adventure, Mecha","PG-13 - Teens 13 or older
Aura Battler Dunbine OVA is a OVA. Genre: Sci-Fi, Adventure, Mecha. Produced by Unknown, Studio: Sunrise.",1988
6894,30091,Chaos Dragon: Sekiryuu Seneki,TV,24 min. per ep.,5.79,"Sotsu, TOHO animation","Silver Link., Connect","Action, Fantasy, Supernatural","R - 17+ (violence & profanity)
Chaos Dragon: Sekiryuu Seneki is a TV. Genre: Action, Fantasy, Supernatural. Produced by Sotsu, TOHO animation, Studio: Silver Link., Connect.",2015
6895,33771,Cheating Craft,TV,12 min. per ep.,5.56,"Haoliners Animation League, Emon",Blade,"Action, Comedy, School","PG-13 - Teens 13 or older
Cheating Craft is a TV. Genre: Action, Comedy, School. Produced by Haoliners Animation League, Emon, Studio: Blade.",2016
